Collection State Code,Year,Month,Normalized_Concentration
MO,12,8,1.2e-05
MO,12,8,8.8e-06
MO,12,8,7.8e-06
MO,12,8,7.7e-06
MO,12,8,4.6e-06
MO,12,8,4.2000000000000004e-06
MO,12,8,2.7e-06
MO,12,8,2.2e-06
MO,12,8,2e-06
MO,12,8,0.00088
MO,12,8,0.00083
MO,12,8,0.0008
MO,12,8,0.00061
MO,12,8,0.00043
MO,12,8,0.00037
MO,12,8,0.0003
MO,12,8,0.00025
MO,12,8,3.2e-05
MO,12,8,2.8e-05
MO,12,8,2.2e-05
MO,12,8,1.3e-05
MO,12,8,1e-05
MO,12,8,8e-06
MO,12,8,5.4e-06
MO,12,8,4.2000000000000004e-06
MO,12,8,2.7e-06
MO,12,8,2.7e-06
MO,12,8,2.5e-06
MO,12,8,1.5e-06
MO,12,8,1.3e-06
MO,12,8,8.7e-07
MO,12,8,0.0013
MO,12,8,0.0012
MO,12,8,0.00098
MO,12,8,0.00094
MO,12,8,0.0009
MO,12,8,0.00079
MO,12,8,0.00062
MO,12,8,0.0006
MO,12,8,0.00049
MO,12,8,6.9e-05
MO,12,8,6.5e-05
MO,12,8,5e-05
MO,12,8,4.8e-06
MO,12,8,3.2000000000000003e-06
MO,12,8,2.7e-06
MO,12,8,1.6000000000000001e-06
MO,12,8,6.800000000000001e-07
MO,12,8,2.8e-07
MO,12,8,0.00088
MO,12,8,0.00083
MO,12,8,0.00077
MO,12,8,0.00065
MO,12,8,0.00054
MO,12,8,0.00047
MO,12,8,0.00035
MO,12,8,0.00026
MO,12,8,0.00025
MO,12,8,7.2e-05
MO,12,8,5e-05
MO,12,8,2.1e-05
MO,12,8,1.7e-05
MO,12,8,1.4e-05
MO,12,8,1.3e-05
MO,12,8,1.2e-05
MO,12,8,1e-05
MO,12,8,1.5e-05
MO,12,8,1.3e-05
MO,12,8,6e-06
MO,12,8,3.2000000000000003e-06
MO,12,8,2.5e-06
MO,12,8,1.6000000000000001e-06
MO,12,8,1.5e-06
MO,12,8,1.3e-06
MO,12,8,7.6e-07
MO,12,8,5.8e-07
MO,12,8,0.0014
MO,12,8,0.0013
MO,12,8,0.0013
MO,12,8,0.001
MO,12,8,0.00089
MO,12,8,0.00072
MO,12,8,0.00068
MO,12,8,0.00063
MO,12,8,0.00058
MO,12,8,0.00012
MO,12,8,5.7e-05
MO,12,8,5.5e-05
MO,12,8,5e-05
MO,12,8,3.6e-05
MO,12,8,2.4e-05
MO,12,9,8.400000000000001e-06
MO,12,9,6e-06
MO,12,9,5.3e-06
MO,12,9,2.7e-06
MO,12,9,2.5e-06
MO,12,9,9.200000000000001e-07
MO,12,9,2.8e-07
MO,12,9,0.00097
MO,12,9,0.00094
MO,12,9,0.00065
MO,12,9,0.00064
MO,12,9,0.00064
MO,12,9,0.00059
MO,12,9,0.00029
MO,12,9,0.00025
MO,12,9,0.00021
MO,12,9,5.5e-05
MO,12,9,5e-05
MO,12,9,4.2e-05
MO,12,9,1.5e-05
MO,12,9,1.3e-05
MO,12,9,1.2e-05
MO,12,9,0.0011
MO,12,9,0.0011
MO,12,9,0.00092
MO,12,9,0.00076
MO,12,9,0.0006
MO,12,9,0.00056
MO,12,9,0.00051
MO,12,9,0.00041
MO,12,9,6.3e-05
MO,12,9,5e-05
MO,12,9,2.9e-05
MO,12,9,2.5e-05
MO,12,9,2.2e-05
MO,12,9,1.9e-05
MO,12,9,1.53e-05
MO,12,9,1.2e-05
MO,12,9,9.5e-06
MO,12,9,8e-06
MO,12,9,4.5e-06
MO,12,9,2.5e-06
MO,12,9,2.5e-06
MO,12,9,1.6000000000000001e-06
MO,12,9,1.5e-06
MO,12,9,1.3e-06
MO,12,9,6.2e-07
MO,12,9,7.2e-07
MO,12,9,5.9e-07
MO,12,9,5.2e-07
MO,12,9,0.001
MO,12,9,0.00091
MO,12,9,0.00082
MO,12,9,0.00075
MO,12,9,0.00067
MO,12,9,0.00063
MO,12,9,0.00036
MO,12,9,0.00031
MO,12,9,0.00022
MO,12,9,5.7e-05
MO,12,9,3.8e-05
MO,12,9,2.6e-05
MO,12,9,2.2e-05
MO,12,9,1.8e-05
MO,12,9,1.1e-05
MO,12,9,8.7e-06
MO,12,9,8.599999999999999e-06
MO,12,9,5.5e-06
MO,12,9,2.7e-06
MO,12,9,2.5e-06
MO,12,9,2.8e-06
MO,12,9,2.7e-06
MO,12,9,1.3e-06
MO,12,9,1e-06
MO,12,9,7.5e-07
MO,12,9,3.5e-07
MO,12,9,0.0013
MO,12,9,0.0013
MO,12,9,0.001
MO,12,9,0.00095
MO,12,9,0.00086
MO,12,9,0.00061
MO,12,9,0.00059
MO,12,9,0.00043
MO,12,9,0.0004
MO,12,9,5.3e-05
MO,12,9,5e-05
MO,12,9,4.3e-05
MO,12,9,3.7e-05
MO,12,9,3e-05
MO,12,9,2.9e-05
MO,12,9,1.3e-05
MO,12,9,1.3e-05
MO,12,10,0.00068
MO,12,10,0.00063
MO,12,10,2.8e-07
MO,12,10,0.00036
MO,12,10,0.00033
MO,12,10,0.00024
MO,12,10,5.3e-05
MO,12,10,5e-05
MO,12,10,3.3e-05
MO,12,10,3.2e-05
MO,12,10,2.1e-05
MO,12,10,1.3e-05
MO,12,10,1.1e-05
MO,12,10,9.699999999999999e-06
MO,12,10,6.8e-06
MO,12,10,5e-06
MO,12,10,2.7e-06
MO,12,10,2.5e-06
MO,12,10,2e-06
MO,12,10,1.3e-06
MO,12,10,9.6e-07
MO,12,10,5.2e-07
MO,12,10,0.0011
MO,12,10,0.001
MO,12,10,0.00084
MO,12,10,2e-06
MO,12,10,9.300000000000001e-07
MO,12,10,0.0014
MO,12,10,0.0014
MO,12,10,0.0012
MO,12,10,0.001
MO,12,10,0.00083
MO,12,10,0.00064
MO,12,10,0.00063
MO,12,10,0.00045
MO,12,10,0.00028
MO,12,10,5e-05
MO,12,10,4.8e-05
MO,12,10,4.4e-05
MO,12,10,3.3e-05
MO,12,10,3e-05
MO,12,10,2.2e-05
MO,12,10,2.1e-05
MO,12,10,9.4e-06
MO,12,10,5.2e-06
MO,12,10,3.2999999999999997e-06
MO,12,10,2.5e-06
MO,12,10,2.5e-06
MO,12,10,3.1e-05
MO,12,10,2e-05
MO,12,10,1.2e-05
MO,12,10,1.1e-05
MO,12,10,8.5e-06
MO,12,10,7.2999999999999996e-06
MO,12,10,5.0999999999999995e-06
MO,12,10,2.7e-06
MO,12,10,2.5e-06
MO,12,10,2e-06
MO,12,10,1.3e-06
MO,12,10,7.900000000000001e-07
MO,12,10,6.2e-07
MO,12,10,5.2e-07
MO,12,10,0.001
MO,12,10,0.00092
MO,12,10,0.00085
MO,12,10,0.00069
MO,12,10,0.00068
MO,12,10,0.00058
MO,12,10,0.00041
MO,12,10,0.00032
MO,12,10,0.00023
MO,12,10,5e-05
MO,12,10,4.2e-05
MO,12,10,8.2e-07
MO,12,10,3.5e-07
MO,12,10,0.0011
MO,12,10,0.0011
MO,12,10,0.001
MO,12,10,0.00092
MO,12,10,0.0007
MO,12,10,0.00055
MO,12,10,0.00051
MO,12,10,0.00042
MO,12,10,0.00037
MO,12,10,0.00014
MO,12,10,5e-05
MO,12,10,4.4e-05
MO,12,10,4e-05
MO,12,10,2.5e-05
MO,12,10,2.3e-05
MO,12,10,1.7e-05
MO,12,10,1.2e-05
MO,12,10,8.1e-06
MO,12,10,4.9000000000000005e-06
MO,12,10,2.5e-06
MO,12,10,2.3e-06
MO,12,10,1.3e-06
MO,12,11,2e-06
MO,12,11,1.3e-06
MO,12,11,7.3e-07
MO,12,11,3.5e-07
MO,12,11,0.0014
MO,12,11,0.0013
MO,12,11,0.0012
MO,12,11,0.0011
MO,12,11,0.0008
MO,12,11,0.00059
MO,12,11,0.00058
MO,12,11,0.00039
MO,12,11,0.00034
MO,12,11,5e-05
MO,12,11,5e-05
MO,12,11,4.1e-05
MO,12,11,3.7e-05
MO,12,11,2.6e-05
MO,12,11,1.6e-05
MO,12,11,1.3e-05
MO,12,11,9.1e-06
MO,12,11,4.4e-06
MO,12,11,2.5e-06
MO,12,11,1.2e-06
MO,12,11,2.8e-07
MO,12,11,0.0011
MO,12,11,0.0009
MO,12,11,0.00087
MO,12,11,0.00069
MO,12,11,0.00066
MO,12,11,0.00053
MO,12,11,0.00042
MO,12,11,0.00028
MO,12,11,0.00023
MO,12,11,5e-05
MO,12,11,3.7e-05
MO,12,11,3.4e-05
MO,12,11,3.1e-05
MO,12,11,3e-05
MO,12,11,1.2e-05
MO,12,11,1.1e-05
MO,12,11,6.4000000000000006e-06
MO,12,11,6.2e-06
MO,12,11,4.5e-06
MO,12,11,2.7e-06
MO,12,11,1.3e-06
MO,12,11,5.6e-06
MO,12,11,3.9e-06
MO,12,11,1.6000000000000001e-06
MO,12,11,1.3e-06
MO,12,11,9.6e-07
MO,12,11,5.2e-07
MO,12,11,2.8e-07
MO,12,11,0.0011
MO,12,11,0.00096
MO,12,11,0.00089
MO,12,11,0.00074
MO,12,11,0.00051
MO,12,11,0.00043
MO,12,11,0.00027
MO,12,11,0.00022
MO,12,11,0.00015
MO,12,11,3.7e-05
MO,12,11,3.4e-05
MO,12,11,3.3e-05
MO,12,11,3.1e-05
MO,12,11,1.3e-05
MO,12,11,1.1e-05
MO,12,11,8.1e-06
MO,12,11,8.000000000000001e-07
MO,12,11,3.5e-07
MO,12,11,0.0014
MO,12,11,0.0014
MO,12,11,0.0012
MO,12,11,0.00089
MO,12,11,0.00073
MO,12,11,0.00044
MO,12,11,0.00039
MO,12,11,0.0003
MO,12,11,0.0002
MO,12,11,4.8e-05
MO,12,11,4.7e-05
MO,12,11,3.9e-05
MO,12,11,2.7e-05
MO,12,11,2.1e-05
MO,12,11,1.9e-05
MO,12,11,1.2e-05
MO,12,11,4e-06
MO,12,11,2.8999999999999998e-06
MO,12,11,2e-06
MO,12,12,1.3e-06
MO,12,12,1e-06
MO,12,12,5.8e-07
MO,12,12,5.2e-07
MO,12,12,0.0011
MO,12,12,0.00098
MO,12,12,0.00089
MO,12,12,0.00078
MO,12,12,0.00072
MO,12,12,0.0006
MO,12,12,0.00032
MO,12,12,0.00025
MO,12,12,0.00018
MO,12,12,5e-05
MO,12,12,4.3e-05
MO,12,12,3.7e-05
MO,12,12,3.6e-05
MO,12,12,2.9e-05
MO,12,12,1.4e-05
MO,12,12,1.2e-05
MO,12,12,7.2999999999999996e-06
MO,12,12,6.5999999999999995e-06
MO,12,12,5e-06
MO,12,12,2.7e-06
MO,12,12,2.5e-06
MO,12,12,8.8e-06
MO,12,12,4.5e-06
MO,12,12,2.5e-06
MO,12,12,2.2e-06
MO,12,12,1.7e-06
MO,12,12,1.3e-06
MO,12,12,7.4e-07
MO,12,12,3.5e-07
MO,12,12,0.0012
MO,12,12,0.0011
MO,12,12,0.001
MO,12,12,0.00092
MO,12,12,0.00071
MO,12,12,0.00052
MO,12,12,0.00036
MO,12,12,0.00032
MO,12,12,0.00021
MO,12,12,5e-05
MO,12,12,4.7e-05
MO,12,12,4.6e-05
MO,12,12,3.3e-05
MO,12,12,2.9e-05
MO,12,12,2.7e-05
MO,12,12,1.5e-05
MO,12,12,3.8e-05
MO,12,12,3.4e-05
MO,12,12,3.2e-05
MO,12,12,3.1e-05
MO,12,12,2.6e-05
MO,12,12,1e-05
MO,12,12,7.7e-06
MO,12,12,4.9000000000000005e-06
MO,12,12,4.2000000000000004e-06
MO,12,12,1.7e-06
MO,12,12,1.3e-06
MO,12,12,9.300000000000001e-07
MO,12,12,5.2e-07
MO,12,12,2.8e-07
MO,12,12,0.0014
MO,12,12,0.00094
MO,12,12,0.00088
MO,12,12,0.0007
MO,12,12,0.00068
MO,12,12,0.00053
MO,12,12,0.00029
MO,12,12,0.00024
MO,12,12,0.00022
MO,12,12,7.900000000000001e-07
MO,12,12,3.5e-07
MO,12,12,0.0015
MO,12,12,0.0015
MO,12,12,0.0012
MO,12,12,0.001
MO,12,12,0.00098
MO,12,12,0.0006
MO,12,12,0.00037
MO,12,12,0.00035
MO,12,12,0.00019
MO,12,12,5e-05
MO,12,12,4.8e-05
MO,12,12,4.1e-05
MO,12,12,3.8e-05
MO,12,12,3.6e-05
MO,12,12,2.6e-05
MO,12,12,1.2e-05
MO,12,12,9.800000000000001e-06
MO,12,12,4.5e-06
MO,12,12,2.5e-06
MO,12,12,2e-06
MO,12,12,1.4e-06
NC,12,2,6.6e-07
NC,12,2,3.5e-07
NC,12,2,1.3e-05
NC,12,2,1.1e-05
NC,12,2,7.1e-06
NC,12,2,4.9000000000000005e-06
NC,12,2,3.9e-06
NC,12,2,3.4e-06
NC,12,2,3.1e-06
NC,12,2,2.8e-06
NC,12,2,2.7e-06
NC,12,2,2.7e-06
NC,12,2,2.3e-06
NC,12,2,1.5e-06
NC,12,2,1.3e-06
NC,12,2,1.2700000000000001e-06
NC,12,2,7.1e-07
NC,12,2,0.00013
NC,12,2,5.4e-05
NC,12,2,2.8e-05
NC,12,2,1.7e-05
NC,12,2,1.6e-05
NC,12,3,5.2e-06
NC,12,3,3.2999999999999997e-06
NC,12,3,2.7e-06
NC,12,3,2.7e-06
NC,12,3,2.5e-06
NC,12,3,2.5e-06
NC,12,3,2.3e-06
NC,12,3,2.1000000000000002e-06
NC,12,3,1.5e-06
NC,12,3,1.22e-06
NC,12,3,1.1e-06
NC,12,3,3.5e-07
NC,12,3,0.00043
NC,12,3,0.00019
NC,12,3,0.00013
NC,12,3,7.3e-05
NC,12,3,3.9e-05
NC,12,3,3.3e-05
NC,12,3,2.3e-05
NC,12,3,1.9e-05
NC,12,3,1.5e-05
NC,12,3,1.2e-05
NC,12,3,8.7e-06
NC,12,3,8.599999999999999e-06
NC,12,3,8.400000000000001e-06
NC,12,3,7.1e-06
NC,12,3,2e-06
NC,12,3,1.2700000000000001e-06
NC,12,3,1.02e-06
NC,12,3,6.2e-07
NC,12,3,0.00054
NC,12,3,0.00035
NC,12,3,0.0003
NC,12,3,2.6e-05
NC,12,3,2e-05
NC,12,3,1.8e-05
NC,12,3,1.7e-05
NC,12,3,1.2e-05
NC,12,3,9.6e-06
NC,12,3,8.400000000000001e-06
NC,12,3,5.9e-06
NC,12,3,3.5e-06
NC,12,3,2.7e-06
NC,12,3,3e-07
NC,12,3,2.8e-07
NC,12,3,0.00014
NC,12,3,6.4e-05
NC,12,3,6e-05
NC,12,3,2.2e-05
NC,12,3,2.1e-05
NC,12,3,1.1e-05
NC,12,3,1.1e-05
NC,12,3,6.1e-06
NC,12,3,6.1e-06
NC,12,3,3e-06
NC,12,3,2.7e-06
NC,12,3,2.7e-06
NC,12,3,2.4e-06
NC,12,3,2.3e-06
NC,12,3,2.3e-06
NC,12,3,2.2e-06
NC,12,3,2e-06
NC,12,3,1.8000000000000001e-06
NC,12,3,1.3e-06
NC,12,3,7e-07
NC,12,3,9.100000000000001e-07
NC,12,3,7e-07
NC,12,3,0.00036
NC,12,3,0.00011
NC,12,3,6e-05
NC,12,3,3.8e-05
NC,12,3,7.2000000000000005e-06
NC,12,3,6.3e-06
NC,12,3,4.1e-06
NC,12,3,3.7999999999999996e-06
NC,12,3,2.7e-06
NC,12,3,2.4e-06
NC,12,3,2.4e-06
NC,12,3,2e-06
NC,12,3,1.5e-06
NC,12,4,6.9e-06
NC,12,4,6.7e-06
NC,12,4,3.9e-06
NC,12,4,2.8e-06
NC,12,4,2.7e-06
NC,12,4,2e-06
NC,12,4,1.02e-06
NC,12,4,6.9e-07
NC,12,4,3.5e-07
NC,12,4,3e-07
NC,12,4,0.00011
NC,12,4,0.0001
NC,12,4,4.7e-05
NC,12,4,4e-05
NC,12,4,2.5e-05
NC,12,4,1.4e-05
NC,12,4,1.4e-05
NC,12,4,1.2e-05
NC,12,4,1.18e-06
NC,12,4,1.02e-06
NC,12,4,7e-07
NC,12,4,6.5e-07
NC,12,4,3e-07
NC,12,4,0.00031
NC,12,4,0.00022
NC,12,4,4.8e-05
NC,12,4,4.7e-05
NC,12,4,3.5e-05
NC,12,4,3.3e-05
NC,12,4,1.7e-05
NC,12,4,9.2e-06
NC,12,4,4e-06
NC,12,4,2.8e-06
NC,12,4,2.7e-06
NC,12,4,2.7e-06
NC,12,4,3e-07
NC,12,4,0.00016
NC,12,4,0.00013
NC,12,4,4.4e-05
NC,12,4,4.2e-05
NC,12,4,2.3e-05
NC,12,4,1.2e-05
NC,12,4,1.1e-05
NC,12,4,1.1e-05
NC,12,4,1e-05
NC,12,4,8.1e-06
NC,12,4,5.2e-06
NC,12,4,3.9e-06
NC,12,4,3.4e-06
NC,12,4,2e-06
NC,12,4,1.52e-06
NC,12,4,1.02e-06
NC,12,4,6.5e-07
NC,12,4,6.2e-07
NC,12,4,0.00031
NC,12,4,0.0001
NC,12,4,0.0001
NC,12,4,9.6e-05
NC,12,4,5.9e-05
NC,12,4,1.7e-05
NC,12,4,1.1e-05
NC,12,4,9.3e-06
NC,12,4,6.1e-06
NC,12,4,5.2e-06
NC,12,4,2.8e-06
NC,12,4,2.7e-06
NC,12,4,2.6e-06
NC,12,4,2.4e-06
NC,12,4,2e-06
NC,12,4,1.3e-06
NC,12,4,1.18e-06
NC,12,4,1.02e-06
NC,12,4,7e-07
NC,12,4,6.5e-07
NC,12,4,0.0001
NC,12,4,3.9e-05
NC,12,4,3.1e-05
NC,12,4,2.5e-05
NC,12,4,1.4e-05
NC,12,4,1.2e-05
NC,12,4,1.1e-05
NC,12,4,9.3e-06
NC,12,4,8.7e-06
NC,12,4,6.8e-06
NC,12,4,6.7e-06
NC,12,4,5.2e-06
NC,12,4,4.1e-06
NC,12,4,2.7e-06
NC,12,4,2.3e-06
NC,12,4,2e-06
NC,12,4,1.3e-06
NC,12,4,1.02e-06
NC,12,4,7e-07
NC,12,4,5.8e-07
NC,12,4,3.5e-07
NC,12,4,2.8e-07
NC,12,4,0.00029
NC,12,4,6.8e-05
NC,12,4,5.4e-05
NC,12,4,2.5e-05
NC,12,4,1.7e-05
NC,12,4,9.4e-06
NC,12,4,8.3e-06
NC,12,4,5.4e-06
NC,12,4,2.8e-06
NC,12,4,2.7e-06
NC,12,4,2.1000000000000002e-06
NC,12,4,2e-06
NC,12,4,1.3e-06
NC,12,4,1.18e-06
NC,12,4,1.02e-06
NC,12,4,7e-07
NC,12,4,3.5e-07
NC,12,4,3e-07
NC,12,4,0.00011
NC,12,4,6.5e-05
NC,12,4,4.4e-05
NC,12,4,4.3e-05
NC,12,4,1.7e-05
NC,12,4,1.5e-05
NC,12,4,1.5e-05
NC,12,4,1.3e-05
NC,12,4,1e-05
NC,12,4,6e-06
NC,12,4,5.7000000000000005e-06
NC,12,4,5.6e-06
NC,12,4,5.2e-06
NC,12,4,3.5e-06
NC,12,4,2.7e-06
NC,12,4,2.3e-06
NC,12,4,2e-06
NC,12,4,1.02e-06
NC,12,4,7.3e-07
NC,12,4,2e-06
NC,12,4,1.3e-06
NC,12,4,1.02e-06
NC,12,4,3e-07
NC,12,4,2.8e-07
NC,12,4,0.00042
NC,12,4,0.00036
NC,12,4,0.00027
NC,12,4,0.00011
NC,12,4,9.1e-05
NC,12,4,6.4e-05
NC,12,4,4.3e-05
NC,12,4,2.8e-05
NC,12,4,1.2e-05
NC,12,4,1.1e-05
NC,12,4,1.1e-05
NC,12,4,1.1e-05
NC,12,4,8e-06
NC,12,4,7.4e-06
NC,12,4,5.6e-06
NC,12,4,5.6e-06
NC,12,4,4.1e-06
NC,12,4,2.7e-06
NC,12,4,2.3e-06
NC,12,4,1.5e-06
NC,12,4,1.2e-06
NC,12,4,1.02e-06
NC,12,4,6.4e-07
NC,12,4,5.8e-07
NC,12,4,3.5e-07
NC,12,4,3e-07
NC,12,4,0.00015
NC,12,4,9.6e-05
NC,12,4,6.4e-05
NC,12,4,2.3e-05
NC,12,4,2.2e-05
NC,12,4,1.9e-05
NC,12,4,1.7e-05
NC,12,4,1.6e-05
NC,12,4,1.1e-05
NC,12,4,8.900000000000001e-06
NC,12,4,8.400000000000001e-06
NC,12,4,7.5e-06
NC,12,4,5.2e-06
NC,12,4,2.8e-06
NC,12,4,2.3e-06
NC,12,4,2e-06
NC,12,4,2e-06
NC,12,4,1.4e-06
NC,12,4,1.4e-06
NC,12,4,1.3e-06
NC,12,4,1.18e-06
NC,12,4,3e-07
NC,12,4,2.8e-07
NC,12,4,0.00033
NC,12,4,0.00015
NC,12,4,5.2e-05
NC,12,4,3.6e-05
NC,12,4,2.9e-05
NC,12,4,1.1e-05
NC,12,4,1e-05
NC,12,4,8.2e-06
NC,12,4,6.8e-06
NC,12,4,6.7e-06
NC,12,4,5.4e-06
NC,12,5,7.6e-07
NC,12,5,7e-07
NC,12,5,5.2e-07
NC,12,5,3.5e-07
NC,12,5,3e-07
NC,12,5,0.00012
NC,12,5,0.0001
NC,12,5,6e-05
NC,12,5,2.1e-05
NC,12,5,1.7e-05
NC,12,5,1.5e-05
NC,12,5,1.4e-05
NC,12,5,8.3e-06
NC,12,5,7.4e-06
NC,12,5,7e-06
NC,12,5,6.3e-06
NC,12,5,5.2e-06
NC,12,5,3.7999999999999996e-06
NC,12,5,3.7e-06
NC,12,5,2.7e-06
NC,12,5,2.3e-06
NC,12,5,2e-06
NC,12,5,4.9000000000000005e-06
NC,12,5,4.2999999999999995e-06
NC,12,5,3e-06
NC,12,5,2.7e-06
NC,12,5,2.3e-06
NC,12,5,2e-06
NC,12,5,1.3e-06
NC,12,5,1.18e-06
NC,12,5,1.02e-06
NC,12,5,7e-07
NC,12,5,3e-07
NC,12,5,2.8e-07
NC,12,5,0.00036
NC,12,5,0.00011
NC,12,5,6e-05
NC,12,5,5.3e-05
NC,12,5,4e-05
NC,12,5,2.1e-05
NC,12,5,1e-05
NC,12,5,7.4e-06
NC,12,5,6e-06
NC,12,5,3e-07
NC,12,5,2.8e-07
NC,12,5,0.00019
NC,12,5,0.00011
NC,12,5,7.2e-05
NC,12,5,6.7e-05
NC,12,5,4.9e-05
NC,12,5,2.4e-05
NC,12,5,2.2e-05
NC,12,5,1.9e-05
NC,12,5,1.7e-05
NC,12,5,1.7e-05
NC,12,5,1.35e-05
NC,12,5,7.599999999999999e-06
NC,12,5,7.2999999999999996e-06
NC,12,5,6.5e-06
NC,12,5,6e-06
NC,12,5,5.9e-06
NC,12,5,5.2e-06
NC,12,5,3.9e-06
NC,12,5,2.7e-06
NC,12,5,2.3e-06
NC,12,5,2.1000000000000002e-06
NC,12,5,1.5e-06
NC,12,5,1.02e-06
NC,12,5,5e-05
NC,12,5,3.1e-05
NC,12,5,2.7e-05
NC,12,5,8.8e-06
NC,12,5,6e-06
NC,12,5,6e-06
NC,12,5,5.9e-06
NC,12,5,4.5e-06
NC,12,5,2.7e-06
NC,12,5,2.5e-06
NC,12,5,2.3e-06
NC,12,5,2e-06
NC,12,5,2e-06
NC,12,5,1.3e-06
NC,12,5,1.2700000000000001e-06
NC,12,5,1.18e-06
NC,12,5,1.02e-06
NC,12,5,7e-07
NC,12,5,3e-07
NC,12,5,0.00034
NC,12,5,5.7000000000000005e-06
NC,12,5,5.5e-06
NC,12,5,5.2e-06
NC,12,5,4.2000000000000004e-06
NC,12,5,2.7e-06
NC,12,5,2.7e-06
NC,12,5,2.3e-06
NC,12,5,1.52e-06
NC,12,5,1.02e-06
NC,12,5,7e-07
NC,12,5,5.2e-07
NC,12,5,3.5e-07
NC,12,5,3e-07
NC,12,5,2.8e-07
NC,12,5,0.00011
NC,12,5,0.0001
NC,12,5,5.2e-05
NC,12,5,4.9e-05
NC,12,5,4.1e-05
NC,12,5,2.9e-05
NC,12,5,2.7e-05
NC,12,5,2.3e-05
NC,12,5,1.4e-05
NC,12,5,1.35e-05
NC,12,5,7.2999999999999996e-06
NC,12,5,2.5e-06
NC,12,5,2.5e-06
NC,12,5,2.3e-06
NC,12,5,2e-06
NC,12,5,1.2e-06
NC,12,5,1.02e-06
NC,12,5,7e-07
NC,12,5,2.8e-07
NC,12,5,0.00046
NC,12,5,7.2e-05
NC,12,5,6.6e-05
NC,12,5,5.9e-05
NC,12,5,4.3e-05
NC,12,5,4e-05
NC,12,5,1.1e-05
NC,12,5,1e-05
NC,12,5,6.5999999999999995e-06
NC,12,5,6.2e-06
NC,12,5,5.7000000000000005e-06
NC,12,5,5.2e-06
NC,12,5,4.8e-06
NC,12,5,4.8e-06
NC,12,5,3.4e-06
NC,12,5,2.7e-06
NC,12,5,2.7e-06
NC,12,5,2.3e-06
NC,12,5,1.5e-06
NC,12,5,1.2e-06
NC,12,5,1.02e-06
NC,12,5,7.3e-07
NC,12,5,7e-07
NC,12,5,5.8e-07
NC,12,5,3.5e-07
NC,12,5,0.00011
NC,12,5,8.9e-05
NC,12,5,6.5e-05
NC,12,5,3.9e-05
NC,12,5,2.2e-05
NC,12,5,1.9e-05
NC,12,5,1.6e-05
NC,12,5,1.4e-05
NC,12,5,1e-05
NC,12,5,8.2e-06
NC,12,5,7.2999999999999996e-06
NC,12,5,7.2999999999999996e-06
NC,12,5,6.5e-06
NC,12,5,6e-06
NC,12,5,5e-05
NC,12,5,3e-05
NC,12,5,1.2e-05
NC,12,5,8.3e-06
NC,12,5,7.4e-06
NC,12,5,7.1e-06
NC,12,5,6e-06
NC,12,5,5.7000000000000005e-06
NC,12,5,4.2000000000000004e-06
NC,12,5,2.5e-06
NC,12,5,2.3e-06
NC,12,5,2e-06
NC,12,5,2e-06
NC,12,5,1.3e-06
NC,12,5,1.3e-06
NC,12,5,1.2700000000000001e-06
NC,12,5,1.1e-06
NC,12,5,2.8e-07
NC,12,5,0.00045
NC,12,5,6.9e-05
NC,12,6,5.2e-06
NC,12,6,4.5e-06
NC,12,6,2.7e-06
NC,12,6,2.3e-06
NC,12,6,1.5e-06
NC,12,6,1.2e-06
NC,12,6,1.02e-06
NC,12,6,7e-07
NC,12,6,6.2e-07
NC,12,6,3.5e-07
NC,12,6,3e-07
NC,12,6,0.00013
NC,12,6,7.7e-05
NC,12,6,7.4e-05
NC,12,6,7e-05
NC,12,6,6.4e-05
NC,12,6,2.3e-05
NC,12,6,1.8e-05
NC,12,6,9.699999999999999e-06
NC,12,6,9.5e-06
NC,12,6,9.4e-06
NC,12,6,7.7e-06
NC,12,6,7.5e-06
NC,12,6,7.2999999999999996e-06
NC,12,6,6e-06
NC,12,6,6e-06
NC,12,6,1.02e-06
NC,12,6,7e-07
NC,12,6,5.2e-07
NC,12,6,2.8e-07
NC,12,6,0.00051
NC,12,6,8.8e-05
NC,12,6,7.7e-05
NC,12,6,5.9e-05
NC,12,6,3.4e-05
NC,12,6,1e-05
NC,12,6,9.699999999999999e-06
NC,12,6,7.8e-06
NC,12,6,4.1e-06
NC,12,6,2.8e-06
NC,12,6,2.7e-06
NC,12,6,2.7e-06
NC,12,6,2.5e-06
NC,12,6,2.3e-06
NC,12,6,1.4e-06
NC,12,6,3.5e-07
NC,12,6,3e-07
NC,12,6,9.7e-05
NC,12,6,6.8e-05
NC,12,6,5.3e-05
NC,12,6,4e-05
NC,12,6,3.1e-05
NC,12,6,1.6e-05
NC,12,6,8.3e-06
NC,12,6,8e-06
NC,12,6,7.4e-06
NC,12,6,5.5e-06
NC,12,6,5e-06
NC,12,6,3.9e-06
NC,12,6,3.7e-06
NC,12,6,3.5e-06
NC,12,6,3.4e-06
NC,12,6,2.7e-06
NC,12,6,2.7e-06
NC,12,6,2.3e-06
NC,12,6,1.02e-06
NC,12,6,7e-07
NC,12,6,6e-07
NC,12,6,1.02e-06
NC,12,6,2.8e-07
NC,12,6,0.00047
NC,12,6,8.3e-05
NC,12,6,7e-05
NC,12,6,5e-05
NC,12,6,1.8e-05
NC,12,6,8.7e-06
NC,12,6,7.4e-06
NC,12,6,6.1e-06
NC,12,6,5.7999999999999995e-06
NC,12,6,3.1e-06
NC,12,6,2.7e-06
